"","id","country","region","city","date","neighbourhood_cleansed","latitude","longitude","property_type","room_type","accommodates","bedrooms","beds","price","minimum_nights","maximum_nights","review_scores_rating","availability_30","price_30","revenue_30"
"1",15526,"italy","lombardia","bergamo","2020-05-30","Solto Collina",45.78464,10.02629,"Villa","Entire home/apt",5,"2",4,"$82.00",3,28,97,3,7999,215973
"2",15542,"italy","lombardia","bergamo","2020-05-30","Solto Collina",45.78354,10.02471,"Villa","Entire home/apt",3,"1",2,"$59.00",3,28,98,26,6014,24056
"3",31412,"italy","lombardia","bergamo","2020-05-30","Bergamo",45.69052,9.67099,"Apartment","Entire home/apt",4,"1",2,"$69.00",1,31,96,8,64.7272727272727,1424
"4",116423,"italy","lombardia","bergamo","2020-05-30","Bossico",45.8284,10.04476,"Apartment","Entire home/apt",4,"2",4,"$41.00",10,90,95,28,54,108
"5",130750,"italy","lombardia","bergamo","2020-05-30","Rota d'Imagna",45.83829,9.51059,"Apartment","Entire home/apt",4,"1",6,"$50.00",7,730,NA,23,50,350
"6",140767,"italy","lombardia","bergamo","2020-05-30","Capriate San Gervasio",45.59565,9.5371,"Apartment","Entire home/apt",4,"1",4,"$85.00",2,28,92,0,86.5,2595
"7",153138,"italy","lombardia","bergamo","2020-05-30","Costa di Mezzate",45.66376,9.79418,"Apartment","Private room",1,"1",1,"$49.00",1,730,100,30,NA,0
"8",179345,"italy","lombardia","bergamo","2020-05-30","Bossico",45.82723,10.04484,"Apartment","Entire home/apt",4,"1",4,"$29.00",10,30,93,28,28,56
"9",215933,"italy","lombardia","bergamo","2020-05-30","Bergamo",45.69884,9.67598,"Loft","Private room",3,"1",2,"$70.00",1,365,99,30,NA,0
"10",215946,"italy","lombardia","bergamo","2020-05-30","Bergamo",45.69769,9.67485,"Apartment","Private room",2,"1",1,"$42.00",1,365,95,30,NA,0
"11",225436,"italy","lombardia","bergamo","2020-05-30","Solto Collina",45.78667,10.04325,"House","Entire home/apt",3,"1",1,"$65.00",2,30,97,25,95,475
"12",239706,"italy","lombardia","bergamo","2020-05-30","Trescore Balneario",45.69205,9.84779,"House","Entire home/apt",3,"1",3,"$65.00",4,30,98,30,NA,0
"13",288012,"italy","lombardia","bergamo","2020-05-30","Bergamo",45.70823,9.67585,"Apartment","Entire home/apt",7,"3",3,"$210.00",2,15,98,0,210,6300
"14",295323,"italy","lombardia","bergamo","2020-05-30","Costa Serina",45.81534,9.74472,"Apartment","Entire home/apt",4,"2",4,"$70.00",7,30,NA,30,NA,0
"15",309949,"italy","lombardia","bergamo","2020-05-30","Riva di Solto",45.77813,10.04171,"Apartment","Entire home/apt",6,"2",4,"$90.00",3,28,96,0,89,2670
"16",321634,"italy","lombardia","bergamo","2020-05-30","Bergamo",45.6949,9.69,"Apartment","Entire home/apt",2,"1",1,"$49.00",2,1125,93,29,52,52
"17",321684,"italy","lombardia","bergamo","2020-05-30","Bergamo",45.70255,9.67256,"Apartment","Entire home/apt",2,"1",1,"$58.00",2,1125,94,21,58.4444444444444,526
"18",329536,"italy","lombardia","bergamo","2020-05-30","Bergamo",45.6888,9.66989,"Apartment","Entire home/apt",4,"1",2,"$60.00",3,330,97,1,63.1034482758621,1830
"19",343812,"italy","lombardia","bergamo","2020-05-30","Riva di Solto",45.7825,10.04553,"Apartment","Entire home/apt",4,"0",2,"$39.00",2,1124,96,30,NA,0
